Year,Gender,Age,GeoCode,Value
2014,,,,54.3
2015,,,,55.06
2016,,,,55.7
2017,,,,56.8
2018,,,,57.76
2019,,,,59.01
2020,,,,60.06
2021,,,,61.03
2014,Men,,,52.37
2015,Men,,,52.91
2016,Men,,,53.36
2017,Men,,,54.41
2018,Men,,,55.18
2019,Men,,,56.37
2020,Men,,,57.26
2021,Men,,,58.1
2014,Women,,,56.15
2015,Women,,,57.13
2016,Women,,,57.96
2017,Women,,,59.09
2018,Women,,,60.22
2019,Women,,,61.52
2020,Women,,,62.71
2021,Women,,,63.81
2014,,25 a 34,,57.05
2015,,25 a 34,,57.33
2016,,25 a 34,,57.81
2017,,25 a 34,,59.12
2018,,25 a 34,,60.48
2019,,25 a 34,,62.2
2020,,25 a 34,,63.74
2021,,25 a 34,,65.47
2014,,35 a 54,,57.06
2015,,35 a 54,,57.77
2016,,35 a 54,,58.34
2017,,35 a 54,,59.34
2018,,35 a 54,,60.04
2019,,35 a 54,,61.1
2020,,35 a 54,,61.96
2021,,35 a 54,,62.68
2014,,55 a 64,,44.0
2015,,55 a 64,,45.66
2016,,55 a 64,,46.9
2017,,55 a 64,,48.32
2018,,55 a 64,,49.65
2019,,55 a 64,,51.21
2020,,55 a 64,,52.51
2021,,55 a 64,,53.55
2014,,,1.0,75.11
2015,,,1.0,75.76
2016,,,1.0,76.4
2017,,,1.0,77.1
2018,,,1.0,77.92
2019,,,1.0,78.45
2020,,,1.0,79.43
2021,,,1.0,80.12
2014,,,2.0,77.81
2015,,,2.0,78.77
2016,,,2.0,79.75
2017,,,2.0,80.81
2018,,,2.0,81.71
2019,,,2.0,83.03
2020,,,2.0,83.62
2021,,,2.0,84.26
2014,,,3.0,72.9
2015,,,3.0,73.83
2016,,,3.0,73.91
2017,,,3.0,75.06
2018,,,3.0,76.01
2019,,,3.0,77.21
2020,,,3.0,78.06
2021,,,3.0,78.6
2014,,,4.0,63.56
2015,,,4.0,64.39
2016,,,4.0,65.09
2017,,,4.0,66.21
2018,,,4.0,66.91
2019,,,4.0,68.23
2020,,,4.0,68.91
2021,,,4.0,69.68
2014,,,5.0,55.46
2015,,,5.0,56.27
2016,,,5.0,57.15
2017,,,5.0,57.99
2018,,,5.0,59.03
2019,,,5.0,60.37
2020,,,5.0,60.95
2021,,,5.0,61.9
2014,,,6.0,82.89
2015,,,6.0,83.22
2016,,,6.0,83.39
2017,,,6.0,84.12
2018,,,6.0,84.51
2019,,,6.0,85.2
2020,,,6.0,85.7
2021,,,6.0,86.18
2014,,,7.0,44.24
2015,,,7.0,44.72
2016,,,7.0,45.04
2017,,,7.0,45.93
2018,,,7.0,46.92
2019,,,7.0,48.3
2020,,,7.0,49.69
2021,,,7.0,50.54
2014,,,8.0,53.95
2015,,,8.0,54.63
2016,,,8.0,55.35
2017,,,8.0,56.5
2018,,,8.0,57.32
2019,,,8.0,58.5
2020,,,8.0,59.45
2021,,,8.0,60.4
2014,,,9.0,44.85
2015,,,9.0,45.74
2016,,,9.0,46.09
2017,,,9.0,46.97
2018,,,9.0,47.74
2019,,,9.0,49.33
2020,,,9.0,50.31
2021,,,9.0,51.05
2014,,,10.0,48.32
2015,,,10.0,49.31
2016,,,10.0,50.0
2017,,,10.0,51.0
2018,,,10.0,52.15
2019,,,10.0,53.48
2020,,,10.0,54.89
2021,,,10.0,56.18
2014,,,11.0,38.97
2015,,,11.0,39.3
2016,,,11.0,40.08
2017,,,11.0,41.36
2018,,,11.0,42.52
2019,,,11.0,44.19
2020,,,11.0,45.82
2021,,,11.0,47.38
2014,,,12.0,53.37
2015,,,12.0,54.27
2016,,,12.0,54.99
2017,,,12.0,56.31
2018,,,12.0,57.44
2019,,,12.0,59.0
2020,,,12.0,60.31
2021,,,12.0,61.57
2014,,,13.0,63.7
2015,,,13.0,64.46
2016,,,13.0,65.28
2017,,,13.0,66.43
2018,,,13.0,67.26
2019,,,13.0,68.25
2020,,,13.0,68.94
2021,,,13.0,69.76
2014,,,14.0,61.11
2015,,,14.0,61.81
2016,,,14.0,62.56
2017,,,14.0,64.16
2018,,,14.0,65.55
2019,,,14.0,66.98
2020,,,14.0,68.22
2021,,,14.0,69.21
2014,,,15.0,43.21
2015,,,15.0,44.14
2016,,,15.0,44.71
2017,,,15.0,45.6
2018,,,15.0,46.53
2019,,,15.0,47.79
2020,,,15.0,48.71
2021,,,15.0,49.47
2014,,,16.0,41.54
2015,,,16.0,42.25
2016,,,16.0,43.27
2017,,,16.0,44.26
2018,,,16.0,45.47
2019,,,16.0,46.66
2020,,,16.0,48.14
2021,,,16.0,49.24
2014,,,17.0,52.93
2015,,,17.0,54.1
2016,,,17.0,54.69
2017,,,17.0,55.72
2018,,,17.0,56.78
2019,,,17.0,57.16
2020,,,17.0,57.91
2021,,,17.0,59.09
2014,,,18.0,35.73
2015,,,18.0,36.93
2016,,,18.0,37.89
2017,,,18.0,39.43
2018,,,18.0,40.64
2019,,,18.0,42.04
2020,,,18.0,43.51
2021,,,18.0,44.83
2014,,,19.0,37.72
2015,,,19.0,38.7
2016,,,19.0,39.4
2017,,,19.0,40.51
2018,,,19.0,41.56
2019,,,19.0,42.69
2020,,,19.0,44.29
2021,,,19.0,45.78
