Year,Gender,Age,GeoCode,Value
2020,,,,2.25
2019,,,,4.63
2018,,,,3.01
2017,,,,2.89
2016,,,,2.65
2015,,,,3.04
2014,,,,2.54
2013,,,,3.29
2012,,,,2.26
2011,,,,5.25
2010,,,,4.47
2009,,,,4.31
2020,Men,,,3.68
2019,Men,,,7.64
2018,Men,,,5.01
2017,Men,,,3.96
2016,Men,,,4.5
2015,Men,,,4.77
2014,Men,,,3.72
2013,Men,,,4.5
2012,Men,,,3.41
2011,Men,,,7.82
2010,Men,,,5.94
2009,Men,,,7.4
2020,Women,,,0.95
2019,Women,,,1.91
2018,Women,,,1.2
2017,Women,,,1.92
2016,Women,,,0.97
2015,Women,,,1.46
2014,Women,,,1.46
2013,Women,,,2.18
2012,Women,,,1.2
2011,Women,,,2.88
2010,Women,,,3.11
2009,Women,,,1.42
2020,,<30,,1.72
2019,,<30,,4.75
2018,,<30,,1.73
2017,,<30,,0.87
2016,,<30,,0.87
2015,,<30,,1.31
2014,,<30,,0.87
2013,,<30,,1.71
2012,,<30,,1.68
2011,,<30,,2.06
2010,,<30,,3.21
2009,,<30,,2.73
2020,,30 a 69,,2.48
2019,,30 a 69,,3.6
2018,,30 a 69,,2.69
2017,,30 a 69,,2.69
2016,,30 a 69,,2.91
2015,,30 a 69,,3.14
2014,,30 a 69,,2.47
2013,,30 a 69,,2.68
2012,,30 a 69,,2.23
2011,,30 a 69,,4.91
2010,,30 a 69,,4.22
2009,,30 a 69,,3.99
2020,,>=70,,2.4
2019,,>=70,,8.13
2018,,>=70,,6.63
2017,,>=70,,7.59
2016,,>=70,,5.15
2015,,>=70,,6.12
2014,,>=70,,6.23
2013,,>=70,,9.06
2012,,>=70,,3.67
2011,,>=70,,13.87
2010,,>=70,,8.45
2009,,>=70,,9.49
2015,,,d1,2.29
2015,,,d2,2.34
2015,,,d3,3.68
2015,,,d4,2.72
2015,,,d5,1.68
2015,,,d6,2.61
2015,,,d7,2.05
2015,,,d8,3.82
2015,,,d9,2.67
2015,,,d10,3.82
2015,,,d11,3.76
2015,,,d12,3.09
2015,,,d13,4.22
2015,,,d14,4.11
2015,,,d15,4.18
2015,,,d16,3.13
2015,,,d18,2.83
2015,,,d19,1.96
2015,,,d171,3.08
2015,,,d172,3.08
2015,,,d173,3.08
2015,,,d174,3.08
