Year,Gender,Age,Value
2019,,,1.0
2018,,,2.0
2017,,,1.0
2016,,,4.0
2015,,,0.0
2014,,,4.0
2013,,,2.0
2012,,,7.0
2011,,,6.0
2010,,,7.0
2009,,,5.0
2021,,,800180.0
2020,,,801545.0
2019,,,795736.0
2018,,,798538.0
2017,,,792086.0
2016,,,791632.0
2015,,,787266.0
2014,,,787301.0
2013,,,794228.0
2012,,,799188.0
2011,,,800469.0
2010,,,810444.0
2009,,,815440.0
2020,,,800862.5
2019,,,798640.5
2018,,,797137.0
2017,,,795312.0
2016,,,791859.0
2015,,,789449.0
2014,,,787283.5
2013,,,790764.5
2012,,,796708.0
2011,,,799828.5
2010,,,805456.5
2009,,,812942.0
2019,,,0.13
2018,,,0.25
2017,,,0.13
2016,,,0.51
2015,,,0.0
2014,,,0.51
2013,,,0.25
2012,,,0.88
2011,,,0.75
2010,,,0.87
2009,,,0.62
2019,Men,,1.0
2018,Men,,1.0
2017,Men,,1.0
2016,Men,,4.0
2015,Men,,0.0
2014,Men,,3.0
2013,Men,,2.0
2012,Men,,7.0
2011,Men,,5.0
2010,Men,,5.0
2009,Men,,3.0
2021,Men,,380275.0
2020,Men,,381117.0
2019,Men,,378431.0
2018,Men,,380807.0
2017,Men,,377718.0
2016,Men,,378282.0
2015,Men,,376142.0
2014,Men,,375952.0
2013,Men,,380127.0
2012,Men,,383245.0
2011,Men,,384159.0
2010,Men,,390293.0
2009,Men,,393358.0
2020,Men,,380696.0
2019,Men,,379774.0
2018,Men,,379619.0
2017,Men,,379262.5
2016,Men,,378000.0
2015,Men,,377212.0
2014,Men,,376047.0
2013,Men,,378039.5
2012,Men,,381686.0
2011,Men,,383702.0
2010,Men,,387226.0
2009,Men,,391825.5
2019,Men,,0.26
2018,Men,,0.26
2017,Men,,0.26
2016,Men,,1.06
2015,Men,,0.0
2014,Men,,0.8
2013,Men,,0.53
2012,Men,,1.83
2011,Men,,1.3
2010,Men,,1.29
2009,Men,,0.77
2019,Women,,0.0
2018,Women,,1.0
2017,Women,,0.0
2016,Women,,0.0
2015,Women,,0.0
2014,Women,,1.0
2013,Women,,0.0
2012,Women,,0.0
2011,Women,,1.0
2010,Women,,2.0
2009,Women,,2.0
2021,Women,,419905.0
2020,Women,,420428.0
2019,Women,,417305.0
2018,Women,,417731.0
2017,Women,,414368.0
2016,Women,,413350.0
2015,Women,,411124.0
2014,Women,,411349.0
2013,Women,,414101.0
2012,Women,,415943.0
2011,Women,,416310.0
2010,Women,,420151.0
2009,Women,,422082.0
2020,Women,,420166.5
2019,Women,,418866.5
2018,Women,,417518.0
2017,Women,,416049.5
2016,Women,,413859.0
2015,Women,,412237.0
2014,Women,,411236.5
2013,Women,,412725.0
2012,Women,,415022.0
2011,Women,,416126.5
2010,Women,,418230.5
2009,Women,,421116.5
2019,Women,,0.0
2018,Women,,0.24
2017,Women,,0.0
2016,Women,,0.0
2015,Women,,0.0
2014,Women,,0.24
2013,Women,,0.0
2012,Women,,0.0
2011,Women,,0.24
2010,Women,,0.48
2009,Women,,0.47
2019,,<30,0.0
2018,,<30,0.0
2017,,<30,0.0
2016,,<30,0.0
2015,,<30,0.0
2014,,<30,0.0
2013,,<30,0.0
2012,,<30,0.0
2011,,<30,0.0
2010,,<30,1.0
2009,,<30,1.0
2021,,<30,231265.0
2020,,<30,232597.0
2019,,<30,230702.0
2018,,<30,231000.0
2017,,<30,228713.0
2016,,<30,228669.0
2015,,<30,228292.0
2014,,<30,230450.0
2013,,<30,236155.0
2012,,<30,241319.0
2011,,<30,245161.0
2010,,<30,252643.0
2009,,<30,259667.0
2020,,<30,231931.0
2019,,<30,231649.5
2018,,<30,230851.0
2017,,<30,229856.5
2016,,<30,228691.0
2015,,<30,228480.5
2014,,<30,229371.0
2013,,<30,233302.5
2012,,<30,238737.0
2011,,<30,243240.0
2010,,<30,248902.0
2009,,<30,256155.0
2019,,<30,0.0
2018,,<30,0.0
2017,,<30,0.0
2016,,<30,0.0
2015,,<30,0.0
2014,,<30,0.0
2013,,<30,0.0
2012,,<30,0.0
2011,,<30,0.0
2010,,<30,0.4
2009,,<30,0.39
2019,,30 a 69,1.0
2018,,30 a 69,1.0
2017,,30 a 69,0.0
2016,,30 a 69,1.0
2015,,30 a 69,0.0
2014,,30 a 69,3.0
2013,,30 a 69,2.0
2012,,30 a 69,7.0
2011,,30 a 69,4.0
2010,,30 a 69,5.0
2009,,30 a 69,3.0
2021,,30 a 69,443306.0
2020,,30 a 69,444573.0
2019,,30 a 69,443420.0
2018,,30 a 69,447987.0
2017,,30 a 69,445716.0
2016,,30 a 69,447409.0
2015,,30 a 69,445680.0
2014,,30 a 69,445536.0
2013,,30 a 69,448634.0
2012,,30 a 69,449432.0
2011,,30 a 69,447498.0
2010,,30 a 69,452663.0
2009,,30 a 69,450097.0
2020,,30 a 69,443939.5
2019,,30 a 69,443996.5
2018,,30 a 69,445703.5
2017,,30 a 69,446851.5
2016,,30 a 69,446562.5
2015,,30 a 69,446544.5
2014,,30 a 69,445608.0
2013,,30 a 69,447085.0
