Year,Gender,Age,GeoCode,Value
2022,,,,55.21
2021,,,,61.37
2020,,,,40.89
2019,,,,42.35
2018,,,,44.18
2017,,,,45.16
2016,,,,46.89
2015,,,,48.22
2014,,,,47.86
2013,,,,45.6
2012,,,,40.22
2011,,,,37.93
2010,,,,33.64
2009,,,,22.86
2022,Men,,,45.31
2021,Men,,,57.14
2020,Men,,,35.88
2019,Men,,,38.47
2018,Men,,,40.69
2017,Men,,,41.93
2016,Men,,,43.56
2015,Men,,,45.3
2014,Men,,,45.06
2013,Men,,,42.98
2012,Men,,,37.78
2011,Men,,,34.97
2010,Men,,,30.26
2009,Men,,,17.76
2022,Women,,,63.4
2021,Women,,,64.39
2020,Women,,,44.57
2019,Women,,,45.04
2018,Women,,,46.64
2017,Women,,,47.55
2016,Women,,,49.49
2015,Women,,,50.66
2014,Women,,,50.37
2013,Women,,,48.08
2012,Women,,,42.6
2011,Women,,,40.89
2010,Women,,,37.1
2009,Women,,,28.18
2022,,<30,,11.49
2021,,<30,,38.32
2020,,<30,,14.27
2019,,<30,,13.7
2018,,<30,,13.81
2017,,<30,,14.48
2016,,<30,,16.96
2015,,<30,,19.81
2014,,<30,,21.09
2013,,<30,,22.12
2012,,<30,,18.85
2011,,<30,,16.93
2010,,<30,,15.07
2009,,<30,,7.9
2022,,30 a 49,,34.84
2021,,30 a 49,,56.15
2020,,30 a 49,,32.23
2019,,30 a 49,,33.78
2018,,30 a 49,,35.96
2017,,30 a 49,,37.14
2016,,30 a 49,,39.85
2015,,30 a 49,,41.57
2014,,30 a 49,,43.08
2013,,30 a 49,,41.85
2012,,30 a 49,,37.42
2011,,30 a 49,,36.32
2010,,30 a 49,,32.32
2009,,30 a 49,,20.5
2022,,>=50,,65.14
2021,,>=50,,76.52
2020,,>=50,,62.42
2019,,>=50,,61.24
2018,,>=50,,64.14
2017,,>=50,,65.67
2016,,>=50,,66.91
2015,,>=50,,68.59
2014,,>=50,,67.83
2013,,>=50,,65.02
2012,,>=50,,59.87
2011,,>=50,,57.77
2010,,>=50,,53.84
2009,,>=50,,44.05
2022,,,d1,49.57
2021,,,d1,57.02
2020,,,d1,35.5
2019,,,d1,38.14
2018,,,d1,40.6
2022,,,d2,52.88
2021,,,d2,60.06
2020,,,d2,37.71
2019,,,d2,42.03
2018,,,d2,44.25
2022,,,d3,54.04
2021,,,d3,60.59
2020,,,d3,39.48
2019,,,d3,39.8
2018,,,d3,41.67
2022,,,d4,52.19
2021,,,d4,58.67
2020,,,d4,38.28
2019,,,d4,40.03
2018,,,d4,41.89
2022,,,d5,52.9
2021,,,d5,61.22
2020,,,d5,39.76
2019,,,d5,41.42
2018,,,d5,42.77
2022,,,d6,51.78
2021,,,d6,58.1
2020,,,d6,38.22
2019,,,d6,38.22
2018,,,d6,40.13
2022,,,d7,53.92
2021,,,d7,61.19
2020,,,d7,40.4
2019,,,d7,42.09
2018,,,d7,44.45
2022,,,d8,55.21
2021,,,d8,61.66
2020,,,d8,42.0
2019,,,d8,43.48
2018,,,d8,46.0
2022,,,d9,53.67
2021,,,d9,62.21
2020,,,d9,41.13
2019,,,d9,42.83
2018,,,d9,44.68
2022,,,d10,56.84
2021,,,d10,63.52
2020,,,d10,43.48
2019,,,d10,44.56
2018,,,d10,45.92
2022,,,d11,56.95
2021,,,d11,64.99
2020,,,d11,43.86
2019,,,d11,42.61
2018,,,d11,45.33
2022,,,d12,55.17
2021,,,d12,61.8
2020,,,d12,41.05
2019,,,d12,43.93
2018,,,d12,44.78
2022,,,d13,55.05
2021,,,d13,60.17
2020,,,d13,40.57
2019,,,d13,42.2
2018,,,d13,45.04
2022,,,d14,51.17
2021,,,d14,57.41
2020,,,d14,36.4
2019,,,d14,39.36
2018,,,d14,41.47
2022,,,d15,53.63
2021,,,d15,61.26
2020,,,d15,40.93
2019,,,d15,41.58
2018,,,d15,43.67
2022,,,d16,54.59
2021,,,d16,60.46
2020,,,d16,41.96
2019,,,d16,43.16
2018,,,d16,43.86
2022,,,d18,57.89
2021,,,d18,62.04
2020,,,d18,42.38
2019,,,d18,43.56
2018,,,d18,46.67
2022,,,d19,57.48
2021,,,d19,61.55
2020,,,d19,42.12
2019,,,d19,44.43
2018,,,d19,46.11
2022,,,d171,52.69
2021,,,d171,60.45
2020,,,d171,43.4
2019,,,d171,42.4
2018,,,d171,43.71
2022,,,d172,52.69
2021,,,d172,60.45
2020,,,d172,43.4
2019,,,d172,42.4
2018,,,d172,43.71
2022,,,d173,52.69
2021,,,d173,60.45
2020,,,d173,43.4
2019,,,d173,42.4
2018,,,d173,43.71
2022,,,d174,52.69
2021,,,d174,60.45
2020,,,d174,43.4
2019,,,d174,42.4
2018,,,d174,43.71
