Year,Gender,GeoCode,Value
2021,,,222.83
2020,,,239.69
2019,,,213.72
2018,,,210.77
2017,,,225.36
2016,,,225.4
2015,,,231.1
2014,,,239.41
2013,,,223.84
2012,,,214.75
2011,,,227.84
2010,,,230.48
2009,,,227.83
2021,Men,,287.8
2020,Men,,317.52
2019,Men,,281.05
2018,Men,,278.99
2017,Men,,291.07
2016,Men,,307.21
2015,Men,,309.63
2014,Men,,313.06
2013,Men,,290.44
2012,Men,,285.9
2011,Men,,304.55
2010,Men,,314.62
2009,Men,,301.07
2021,Women,,160.45
2020,Women,,164.71
2019,Women,,148.82
2018,Women,,144.8
2017,Women,,161.59
2016,Women,,145.8
2015,Women,,154.51
2014,Women,,167.63
2013,Women,,158.85
2012,Women,,145.06
2011,Women,,152.48
2010,Women,,147.49
2009,Women,,155.29
2021,,d1,196.02
2020,,d1,250.39
2019,,d1,213.79
2018,,d1,253.73
2017,,d1,259.41
2016,,d1,266.5
2015,,d1,232.82
2014,,d1,240.19
2013,,d1,281.5
2012,,d1,244.32
2011,,d1,315.95
2010,,d1,249.71
2009,,d1,263.72
2021,,d2,181.23
2020,,d2,192.29
2019,,d2,158.67
2018,,d2,167.21
2017,,d2,212.81
2016,,d2,154.11
2015,,d2,255.7
2014,,d2,226.81
2013,,d2,181.75
2012,,d2,165.6
2011,,d2,226.78
2010,,d2,183.05
2009,,d2,205.61
2021,,d3,200.14
2020,,d3,256.93
2019,,d3,194.74
2018,,d3,184.81
2017,,d3,209.89
2016,,d3,231.03
2015,,d3,216.64
2014,,d3,236.59
2013,,d3,184.51
2012,,d3,216.82
2011,,d3,230.82
2010,,d3,197.32
2009,,d3,191.42
2021,,d4,173.14
2020,,d4,188.65
2019,,d4,203.43
2018,,d4,163.9
2017,,d4,182.38
2016,,d4,170.78
2015,,d4,192.9
2014,,d4,175.27
2013,,d4,165.91
2012,,d4,208.46
2011,,d4,169.01
2010,,d4,175.3
2009,,d4,200.12
2021,,d5,188.87
2020,,d5,223.59
2019,,d5,213.43
2018,,d5,179.81
2017,,d5,272.57
2016,,d5,237.75
2015,,d5,232.4
2014,,d5,185.34
2013,,d5,182.83
2012,,d5,249.54
2011,,d5,182.89
2010,,d5,221.09
2009,,d5,202.54
2021,,d6,152.02
2020,,d6,163.15
2019,,d6,139.25
2018,,d6,189.94
2017,,d6,158.17
2016,,d6,175.02
2015,,d6,162.7
2014,,d6,188.18
2013,,d6,153.87
2012,,d6,136.76
2011,,d6,196.56
2010,,d6,183.21
2009,,d6,176.73
2021,,d7,288.3
2020,,d7,242.82
2019,,d7,224.97
2018,,d7,201.59
2017,,d7,304.87
2016,,d7,254.02
2015,,d7,241.91
2014,,d7,271.9
2013,,d7,262.12
2012,,d7,246.09
2011,,d7,225.62
2010,,d7,230.79
2009,,d7,235.49
2021,,d8,259.51
2020,,d8,247.57
2019,,d8,153.57
2018,,d8,199.12
2017,,d8,204.61
2016,,d8,222.84
2015,,d8,228.57
2014,,d8,240.01
2013,,d8,236.29
2012,,d8,222.57
2011,,d8,189.93
2010,,d8,228.57
2009,,d8,203.05
2021,,d9,270.02
2020,,d9,248.47
2019,,d9,213.7
2018,,d9,202.07
2017,,d9,197.78
2016,,d9,202.57
2015,,d9,222.56
2014,,d9,211.46
2013,,d9,223.02
2012,,d9,198.46
2011,,d9,240.23
2010,,d9,239.06
2009,,d9,203.79
2021,,d10,202.89
2020,,d10,245.68
2019,,d10,239.35
2018,,d10,224.98
2017,,d10,210.07
2016,,d10,213.12
2015,,d10,205.44
2014,,d10,240.92
2013,,d10,231.92
2012,,d10,209.6
2011,,d10,227.03
2010,,d10,194.39
2009,,d10,243.7
2021,,d11,300.28
2020,,d11,261.47
2019,,d11,265.21
2018,,d11,232.38
2017,,d11,246.6
2016,,d11,265.12
2015,,d11,310.27
2014,,d11,246.55
2013,,d11,236.2
2012,,d11,264.7
2011,,d11,225.62
2010,,d11,248.39
2009,,d11,247.86
2021,,d12,223.55
2020,,d12,224.35
2019,,d12,208.99
2018,,d12,183.72
2017,,d12,183.4
2016,,d12,178.87
2015,,d12,209.47
2014,,d12,214.04
2013,,d12,170.73
2012,,d12,195.44
2011,,d12,194.56
2010,,d12,217.23
2009,,d12,209.14
2021,,d13,255.16
2020,,d13,227.2
2019,,d13,181.38
2018,,d13,217.48
2017,,d13,224.44
2016,,d13,241.85
2015,,d13,258.52
2014,,d13,284.62
2013,,d13,252.94
2012,,d13,178.48
2011,,d13,196.64
2010,,d13,209.94
2009,,d13,201.82
2021,,d14,198.61
2020,,d14,166.31
2019,,d14,160.91
2018,,d14,215.77
2017,,d14,193.35
2016,,d14,248.47
2015,,d14,184.07
2014,,d14,216.04
2013,,d14,202.73
2012,,d14,161.03
2011,,d14,227.94
2010,,d14,227.6
2009,,d14,227.44
2021,,d15,188.25
2020,,d15,231.34
2019,,d15,172.61
2018,,d15,224.91
2017,,d15,232.75
2016,,d15,190.74
2015,,d15,197.85
