Year,Gender,Age,GeoCode,Value
2022,,,,62.23
2021,,,,61.03
2020,,,,60.06
2019,,,,59.01
2018,,,,57.76
2017,,,,56.8
2016,,,,55.7
2015,,,,55.06
2014,,,,54.3
2022,Men,,,59.2
2021,Men,,,58.1
2020,Men,,,57.26
2019,Men,,,56.37
2018,Men,,,55.18
2017,Men,,,54.41
2016,Men,,,53.36
2015,Men,,,52.91
2014,Men,,,52.37
2022,Women,,,65.1
2021,Women,,,63.81
2020,Women,,,62.71
2019,Women,,,61.52
2018,Women,,,60.22
2017,Women,,,59.09
2016,Women,,,57.96
2015,Women,,,57.13
2014,Women,,,56.15
2022,,25 a 34,,67.44
2021,,25 a 34,,65.47
2020,,25 a 34,,63.74
2019,,25 a 34,,62.2
2018,,25 a 34,,60.48
2017,,25 a 34,,59.12
2016,,25 a 34,,57.81
2015,,25 a 34,,57.33
2014,,25 a 34,,57.05
2022,,35 a 54,,63.71
2021,,35 a 54,,62.68
2020,,35 a 54,,61.96
2019,,35 a 54,,61.1
2018,,35 a 54,,60.04
2017,,35 a 54,,59.34
2016,,35 a 54,,58.34
2015,,35 a 54,,57.77
2014,,35 a 54,,57.06
2022,,55 a 64,,54.66
2021,,55 a 64,,53.55
2020,,55 a 64,,52.51
2019,,55 a 64,,51.21
2018,,55 a 64,,49.65
2017,,55 a 64,,48.32
2016,,55 a 64,,46.9
2015,,55 a 64,,45.66
2014,,55 a 64,,44.0
2022,,,d1,80.66
2021,,,d1,80.12
2020,,,d1,79.43
2019,,,d1,78.45
2018,,,d1,77.92
2017,,,d1,77.1
2016,,,d1,76.4
2015,,,d1,75.76
2014,,,d1,75.11
2022,,,d2,85.0
2021,,,d2,84.26
2020,,,d2,83.62
2019,,,d2,83.03
2018,,,d2,81.71
2017,,,d2,80.81
2016,,,d2,79.75
2015,,,d2,78.77
2014,,,d2,77.81
2022,,,d3,79.56
2021,,,d3,78.6
2020,,,d3,78.06
2019,,,d3,77.21
2018,,,d3,76.01
2017,,,d3,75.06
2016,,,d3,73.91
2015,,,d3,73.83
2014,,,d3,72.9
2022,,,d4,71.21
2021,,,d4,69.68
2020,,,d4,68.91
2019,,,d4,68.23
2018,,,d4,66.91
2017,,,d4,66.21
2016,,,d4,65.09
2015,,,d4,64.39
2014,,,d4,63.56
2022,,,d5,62.95
2021,,,d5,61.9
2020,,,d5,60.95
2019,,,d5,60.37
2018,,,d5,59.03
2017,,,d5,57.99
2016,,,d5,57.15
2015,,,d5,56.27
2014,,,d5,55.46
2022,,,d6,86.79
2021,,,d6,86.18
2020,,,d6,85.7
2019,,,d6,85.2
2018,,,d6,84.51
2017,,,d6,84.12
2016,,,d6,83.39
2015,,,d6,83.22
2014,,,d6,82.89
2022,,,d7,51.54
2021,,,d7,50.54
2020,,,d7,49.69
2019,,,d7,48.3
2018,,,d7,46.92
2017,,,d7,45.93
2016,,,d7,45.04
2015,,,d7,44.72
2014,,,d7,44.24
2022,,,d8,62.02
2021,,,d8,60.4
2020,,,d8,59.45
2019,,,d8,58.5
2018,,,d8,57.32
2017,,,d8,56.5
2016,,,d8,55.35
2015,,,d8,54.63
2014,,,d8,53.95
2022,,,d9,51.99
2021,,,d9,51.05
2020,,,d9,50.31
2019,,,d9,49.33
2018,,,d9,47.74
2017,,,d9,46.97
2016,,,d9,46.09
2015,,,d9,45.74
2014,,,d9,44.85
2022,,,d10,57.73
2021,,,d10,56.18
2020,,,d10,54.89
2019,,,d10,53.48
2018,,,d10,52.15
2017,,,d10,51.0
2016,,,d10,50.0
2015,,,d10,49.31
2014,,,d10,48.32
2022,,,d11,49.18
2021,,,d11,47.38
2020,,,d11,45.82
2019,,,d11,44.19
2018,,,d11,42.52
2017,,,d11,41.36
2016,,,d11,40.08
2015,,,d11,39.3
2014,,,d11,38.97
2022,,,d12,62.98
2021,,,d12,61.57
2020,,,d12,60.31
2019,,,d12,59.0
2018,,,d12,57.44
2017,,,d12,56.31
2016,,,d12,54.99
2015,,,d12,54.27
2014,,,d12,53.37
2022,,,d13,70.63
2021,,,d13,69.76
2020,,,d13,68.94
2019,,,d13,68.25
2018,,,d13,67.26
2017,,,d13,66.43
2016,,,d13,65.28
2015,,,d13,64.46
2014,,,d13,63.7
2022,,,d14,69.97
2021,,,d14,69.21
2020,,,d14,68.22
2019,,,d14,66.98
2018,,,d14,65.55
2017,,,d14,64.16
2016,,,d14,62.56
2015,,,d14,61.81
2014,,,d14,61.11
2022,,,d15,50.51
2021,,,d15,49.47
2020,,,d15,48.71
2019,,,d15,47.79
2018,,,d15,46.53
2017,,,d15,45.6
2016,,,d15,44.71
2015,,,d15,44.14
2014,,,d15,43.21
2022,,,d16,51.12
2021,,,d16,49.24
2020,,,d16,48.14
2019,,,d16,46.66
2018,,,d16,45.47
2017,,,d16,44.26
2016,,,d16,43.27
2015,,,d16,42.25
2014,,,d16,41.54
2022,,,d18,45.83
2021,,,d18,44.83
2020,,,d18,43.51
2019,,,d18,42.04
2018,,,d18,40.64
2017,,,d18,39.43
2016,,,d18,37.89
2015,,,d18,36.93
2014,,,d18,35.73
2022,,,d19,46.67
2021,,,d19,45.78
2020,,,d19,44.29
2019,,,d19,42.69
2018,,,d19,41.56
2017,,,d19,40.51
2016,,,d19,39.4
2015,,,d19,38.7
2014,,,d19,37.72
2022,,,d171,59.99
2021,,,d171,59.09
2020,,,d171,57.91
2019,,,d171,57.16
2018,,,d171,56.78
2017,,,d171,55.72
2016,,,d171,54.69
2015,,,d171,54.1
2014,,,d171,52.93
2022,,,d172,59.99
2021,,,d172,59.09
2020,,,d172,57.91
2019,,,d172,57.16
2018,,,d172,56.78
2017,,,d172,55.72
2016,,,d172,54.69
2015,,,d172,54.1
2014,,,d172,52.93
2022,,,d173,59.99
2021,,,d173,59.09
2020,,,d173,57.91
2019,,,d173,57.16
2018,,,d173,56.78
2017,,,d173,55.72
2016,,,d173,54.69
2015,,,d173,54.1
2014,,,d173,52.93
2022,,,d174,59.99
2021,,,d174,59.09
2020,,,d174,57.91
2019,,,d174,57.16
2018,,,d174,56.78
2017,,,d174,55.72
2016,,,d174,54.69
2015,,,d174,54.1
2014,,,d174,52.93
