Year,Gender,Age,GeoCode,Value
2009,,,,6.15
2010,,,,8.69
2011,,,,5.75
2012,,,,7.15
2013,,,,6.32
2014,,,,6.99
2015,,,,6.97
2016,,,,5.94
2017,,,,5.53
2018,,,,7.9
2019,,,,8.39
2009,Men,,,8.93
2010,Men,,,13.17
2011,Men,,,7.3
2012,Men,,,9.43
2013,Men,,,8.73
2014,Men,,,10.11
2015,Men,,,9.81
2016,Men,,,8.2
2017,Men,,,7.38
2018,Men,,,11.33
2019,Men,,,10.53
2009,Women,,,3.56
2010,Women,,,4.54
2011,Women,,,4.33
2012,Women,,,5.06
2013,Women,,,4.12
2014,Women,,,4.13
2015,Women,,,4.37
2016,Women,,,3.87
2017,Women,,,3.85
2018,Women,,,4.79
2019,Women,,,6.45
2009,,<30,,1.56
2010,,<30,,3.62
2011,,<30,,0.82
2012,,<30,,2.51
2013,,<30,,1.71
2014,,<30,,1.74
2015,,<30,,1.75
2016,,<30,,1.31
2017,,<30,,2.61
2018,,<30,,1.3
2019,,<30,,3.89
2009,,30 a 69,,7.75
2010,,30 a 69,,12.0
2011,,30 a 69,,8.25
2012,,30 a 69,,8.24
2013,,30 a 69,,8.72
2014,,30 a 69,,8.98
2015,,30 a 69,,9.63
2016,,30 a 69,,7.61
2017,,30 a 69,,6.49
2018,,30 a 69,,10.32
2019,,30 a 69,,9.46
2009,,>=70,,10.44
2010,,>=70,,6.57
2011,,>=70,,6.47
2012,,>=70,,12.85
2013,,>=70,,6.34
2014,,>=70,,9.79
2015,,>=70,,6.99
2016,,>=70,,8.58
2017,,>=70,,7.59
2018,,>=70,,11.61
2019,,>=70,,13.01
2015,,,1.0,9.14
2015,,,2.0,4.68
2015,,,3.0,6.55
2015,,,4.0,5.98
2015,,,5.0,6.73
2015,,,6.0,4.57
2015,,,7.0,8.2
2015,,,8.0,5.9
2015,,,9.0,6.48
2015,,,10.0,8.73
2015,,,11.0,5.46
2015,,,12.0,7.11
2015,,,13.0,8.44
2015,,,14.0,7.53
2015,,,15.0,5.33
2015,,,16.0,6.7
2015,,,17.0,3.08
2015,,,18.0,7.08
2015,,,19.0,2.95
