Year,Gender,Age,GeoCode,Value
2019,,,,13.8
2018,,,,15.8
2017,,,,17.6
2016,,,,19.3
2015,,,,20.2
2019,Men,,,13.5
2018,Men,,,15.5
2017,Men,,,17.4
2016,Men,,,19.3
2015,Men,,,20.5
2019,Women,,,14
2018,Women,,,16.1
2017,Women,,,17.7
2016,Women,,,19.2
2015,Women,,,20
2019,,<18,,19.3
2018,,<18,,21.6
2017,,<18,,23.8
2016,,<18,,25.8
2015,,<18,,27.1
2019,,18 a 64,,15.2
2018,,18 a 64,,17.4
2017,,18 a 64,,19.2
2016,,18 a 64,,21.3
2015,,18 a 64,,22.3
2019,,>=65,,5.5
2018,,>=65,,6.8
2017,,>=65,,7.6
2016,,>=65,,7.9
2015,,>=65,,8.2
2019,,,1,12.1
2018,,,1,12.4
2017,,,1,13.7
2016,,,1,15.8
2015,,,1,16.8
2019,,,2,8.8
2018,,,2,9.8
2017,,,2,11.2
2016,,,2,12.7
2015,,,2,13.6
2019,,,3,10.4
2018,,,3,12.1
2017,,,3,13.7
2016,,,3,15
2015,,,3,15.5
2019,,,4,11.5
2018,,,4,12.8
2017,,,4,14
2016,,,4,15.8
2015,,,4,15.9
2019,,,5,14.6
2018,,,5,17
2017,,,5,19
2016,,,5,21
2015,,,5,21.8
2019,,,6,7.8
2018,,,6,8.9
2017,,,6,9.7
2016,,,6,10.7
2015,,,6,11
2019,,,7,17.7
2018,,,7,20.5
2017,,,7,22.2
2016,,,7,23.7
2015,,,7,24.3
2019,,,8,11
2018,,,8,12.9
2017,,,8,14.4
2016,,,8,15.9
2015,,,8,17
2019,,,9,15.3
2018,,,9,17.7
2017,,,9,19.6
2016,,,9,21.2
2015,,,9,22.1
2019,,,10,15.8
2018,,,10,18.4
2017,,,10,20.4
2016,,,10,22.3
2015,,,10,23.1
2019,,,11,17.8
2018,,,11,20.6
2017,,,11,22.8
2016,,,11,24.6
2015,,,11,26.2
2019,,,12,13.7
2018,,,12,15.6
2017,,,12,17.6
2016,,,12,19
2015,,,12,20.2
2019,,,13,11.9
2018,,,13,13.4
2017,,,13,14.6
2016,,,13,15.8
2015,,,13,16.4
2019,,,14,11.4
2018,,,14,13.4
2017,,,14,15.7
2016,,,14,17.3
2015,,,14,18
2019,,,15,17.4
2018,,,15,19.8
2017,,,15,21.9
2016,,,15,24.3
2015,,,15,25.6
2019,,,16,15.6
2018,,,16,18.2
2017,,,16,19.9
2016,,,16,21.9
2015,,,16,23.3
2019,,,17,9.7
2018,,,17,11.7
2017,,,17,13
2016,,,17,14.9
2015,,,17,16.1
2019,,,18,17.4
2018,,,18,20.4
2017,,,18,21.7
2016,,,18,24.5
2015,,,18,26.7
2019,,,19,14
2018,,,19,15
2017,,,19,17.2
2016,,,19,19.5
2015,,,19,20.9
