Year,Gender,Age,GeoCode,Value
2021,,,,1134.17
2020,,,,1204.49
2019,,,,506.34
2018,,,,542.92
2017,,,,610.41
2016,,,,486.67
2015,,,,720.75
2014,,,,795.83
2013,,,,906.76
2012,,,,358.09
2011,,,,1143.25
2010,,,,1289.99
2009,,,,1320.75
2021,Men,,,524.25
2020,Men,,,587.91
2019,Men,,,218.59
2018,Men,,,238.67
2017,Men,,,277.66
2016,Men,,,243.67
2015,Men,,,366.17
2014,Men,,,427.41
2013,Men,,,496.67
2012,Men,,,213.59
2011,Men,,,688.17
2010,Men,,,803.16
2009,Men,,,844.34
2021,Women,,,609.92
2020,Women,,,616.58
2019,Women,,,287.75
2018,Women,,,304.25
2017,Women,,,332.75
2016,Women,,,243
2015,Women,,,354.58
2014,Women,,,368.42
2013,Women,,,410.09
2012,Women,,,144.5
2011,Women,,,455.08
2010,Women,,,486.83
2009,Women,,,476.41
2021,,16 a 24,,352.58
2020,,16 a 24,,468.58
2019,,16 a 24,,132.34
2018,,16 a 24,,127
2017,,16 a 24,,144.58
2016,,16 a 24,,82.67
2015,,16 a 24,,123.75
2014,,16 a 24,,163
2013,,16 a 24,,184.34
2012,,16 a 24,,74.42
2011,,16 a 24,,280.33
2010,,16 a 24,,352.91
2009,,16 a 24,,405.75
2021,,25 a 34,,781.59
2020,,25 a 34,,735.91
2019,,25 a 34,,374
2018,,25 a 34,,415.92
2017,,25 a 34,,465.83
2016,,25 a 34,,404
2015,,25 a 34,,597
2014,,25 a 34,,632.83
2013,,25 a 34,,722.42
2012,,25 a 34,,283.67
2011,,25 a 34,,862.92
2010,,25 a 34,,937.08
2009,,25 a 34,,915
2021,,,1,42
2020,,,1,47.17
2019,,,1,14.42
2018,,,1,15.42
2021,,,2,37.08
2020,,,2,36.75
2019,,,2,10
2018,,,2,13
2021,,,3,53.17
2020,,,3,53.42
2019,,,3,14.58
2018,,,3,18.25
2021,,,4,48.83
2020,,,4,47.08
2019,,,4,15.33
2018,,,4,18.08
2021,,,5,82.08
2020,,,5,80
2019,,,5,32.42
2018,,,5,32.92
2021,,,6,34.83
2020,,,6,39.5
2019,,,6,15.75
2018,,,6,11.42
2021,,,7,106.83
2020,,,7,101.25
2019,,,7,41.17
2018,,,7,50.33
2021,,,8,84.67
2020,,,8,94.17
2019,,,8,34.08
2018,,,8,30.33
2021,,,9,84.42
2020,,,9,90.5
2019,,,9,52.33
2018,,,9,42.17
2021,,,10,113.5
2020,,,10,111.33
2019,,,10,69.33
2018,,,10,75.67
2021,,,11,56.33
2020,,,11,55.67
2019,,,11,36.75
2018,,,11,45.83
2021,,,12,69.08
2020,,,12,79.92
2019,,,12,32
2018,,,12,35.42
2021,,,13,53.67
2020,,,13,61.58
2019,,,13,27.33
2018,,,13,31.67
2021,,,14,52.33
2020,,,14,54.67
2019,,,14,13.67
2018,,,14,13.25
2021,,,15,46.83
2020,,,15,71.83
2019,,,15,32
2018,,,15,37.75
2021,,,16,38.25
2020,,,16,54.75
2019,,,16,28.42
2018,,,16,33.25
2021,,,17,2.33
2020,,,17,2.42
2019,,,17,2.75
2018,,,17,3.58
2021,,,18,25
2020,,,18,24.08
2019,,,18,12.75
2018,,,18,9.58
2021,,,19,24.08
2020,,,19,21
2019,,,19,14.58
2018,,,19,16.25
