Year,Gender,Age,GeoCode,Value
2019,,,,14.9
2018,,,,15.9
2017,,,,16.4
2016,,,,16.8
2015,,,,17.8
2019,Men,,,14.6
2018,Men,,,15.6
2017,Men,,,16.2
2016,Men,,,16.8
2015,Men,,,17.9
2019,Women,,,15.2
2018,Women,,,16.1
2017,Women,,,16.6
2016,Women,,,16.8
2015,Women,,,17.6
2019,,<18,,20.7
2018,,<18,,21.7
2017,,<18,,22.6
2016,,<18,,23.1
2015,,<18,,24.4
2019,,18 a 64,,16.3
2018,,18 a 64,,17.4
2017,,18 a 64,,18.1
2016,,18 a 64,,18.8
2015,,18 a 64,,19.8
2019,,>=65,,6.4
2018,,>=65,,6.9
2017,,>=65,,6.4
2016,,>=65,,5.8
2015,,>=65,,6
2019,,,1,12.8
2018,,,1,12.5
2017,,,1,12.7
2016,,,1,14
2015,,,1,15
2019,,,2,9.4
2018,,,2,9.8
2017,,,2,10.5
2016,,,2,11.2
2015,,,2,11.9
2019,,,3,11.2
2018,,,3,12.1
2017,,,3,12.9
2016,,,3,13.3
2015,,,3,13.8
2019,,,4,12.4
2018,,,4,12.9
2017,,,4,13.1
2016,,,4,14
2015,,,4,14.1
2019,,,5,15.8
2018,,,5,17.1
2017,,,5,17.8
2016,,,5,18.4
2015,,,5,19.1
2019,,,6,8.4
2018,,,6,8.9
2017,,,6,9.1
2016,,,6,9.3
2015,,,6,9.9
2019,,,7,19.2
2018,,,7,20.6
2017,,,7,20.6
2016,,,7,20.8
2015,,,7,21.4
2019,,,8,12.1
2018,,,8,13
2017,,,8,13.4
2016,,,8,13.7
2015,,,8,14.6
2019,,,9,16.6
2018,,,9,17.8
2017,,,9,18.3
2016,,,9,18.2
2015,,,9,19.3
2019,,,10,17.1
2018,,,10,18.5
2017,,,10,19.1
2016,,,10,19.7
2015,,,10,20.3
2019,,,11,19.2
2018,,,11,20.7
2017,,,11,21.4
2016,,,11,21.8
2015,,,11,23.3
2019,,,12,14.8
2018,,,12,15.6
2017,,,12,16.5
2016,,,12,16.6
2015,,,12,17.8
2019,,,13,12.8
2018,,,13,13.5
2017,,,13,13.6
2016,,,13,13.7
2015,,,13,14.3
2019,,,14,12.3
2018,,,14,13.4
2017,,,14,14.7
2016,,,14,14.9
2015,,,14,15.8
2019,,,15,18.9
2018,,,15,19.9
2017,,,15,20.5
2016,,,15,21.3
2015,,,15,22.5
2019,,,16,17
2018,,,16,18.4
2017,,,16,18.6
2016,,,16,18.9
2015,,,16,20.2
2019,,,17,10.9
2018,,,17,11.7
2017,,,17,11.8
2016,,,17,12.8
2015,,,17,14
2019,,,18,18.9
2018,,,18,20.6
2017,,,18,20.2
2016,,,18,21.2
2015,,,18,23.6
2019,,,19,15.1
2018,,,19,15.1
2017,,,19,16
2016,,,19,16.7
2015,,,19,18.2
