Year,Gender,Age,GeoCode,Value
2015,,,,13.3
2016,,,,12.5
2017,,,,12
2018,,,,11.5
2015,Men,,,13.4
2016,Men,,,12.5
2017,Men,,,11.8
2018,Men,,,11.3
2015,Women,,,13.1
2016,Women,,,12.5
2017,Women,,,12.2
2018,Women,,,11.7
2015,,<18,,19
2016,,<18,,18
2017,,<18,,17.3
2018,,<18,,16.4
2015,,18 a 64,,14.9
2016,,18 a 64,,14
2017,,18 a 64,,13.4
2018,,18 a 64,,12.8
2015,,>=65,,3.5
2016,,>=65,,3.4
2017,,>=65,,3.7
2018,,>=65,,3.9
2015,,,1,11.4
2016,,,1,10.5
2017,,,1,9.5
2018,,,1,9.4
2015,,,2,8.9
2016,,,2,8.3
2017,,,2,7.8
2018,,,2,7.1
2015,,,3,10.3
2016,,,3,9.9
2017,,,3,9.5
2018,,,3,9.1
2015,,,4,10.6
2016,,,4,10.8
2017,,,4,9.8
2018,,,4,9.5
2015,,,5,14.2
2016,,,5,13.4
2017,,,5,13.1
2018,,,5,12.6
2015,,,6,7.7
2016,,,6,7.1
2017,,,6,6.9
2018,,,6,6.7
2015,,,7,15.7
2016,,,7,15.3
2017,,,7,14.9
2018,,,7,14.8
2015,,,8,10.4
2016,,,8,9.6
2017,,,8,9.4
2018,,,8,8.9
2015,,,9,14.2
2016,,,9,13.1
2017,,,9,13
2018,,,9,12.4
2015,,,10,15.2
2016,,,10,14.6
2017,,,10,14
2018,,,10,13.3
2015,,,11,18.2
2016,,,11,17
2017,,,11,16.3
2018,,,11,15.7
2015,,,12,13.3
2016,,,12,12.3
2017,,,12,12.1
2018,,,12,11.2
2015,,,13,10.7
2016,,,13,10.2
2017,,,13,10.1
2018,,,13,9.7
2015,,,14,11.7
2016,,,14,10.8
2017,,,14,10.7
2018,,,14,10.1
2015,,,15,16.7
2016,,,15,15.9
2017,,,15,14.9
2018,,,15,14.2
2015,,,16,15
2016,,,16,13.9
2017,,,16,13.4
2018,,,16,12.7
2015,,,17,9.7
2016,,,17,9.1
2017,,,17,8.3
2018,,,17,8.1
2015,,,18,18
2016,,,18,16
2017,,,18,15.2
2018,,,18,15
2015,,,19,13.4
2016,,,19,12.7
2017,,,19,11.6
2018,,,19,11.1
