Year,Gender,GeoCode,Value
2020,,,239.69
2019,,,213.72
2018,,,210.77
2017,,,225.36
2016,,,225.4
2015,,,231.1
2014,,,239.41
2013,,,223.84
2012,,,214.75
2011,,,227.84
2010,,,230.48
2009,,,227.83
2020,Men,,317.52
2019,Men,,281.05
2018,Men,,278.99
2017,Men,,291.07
2016,Men,,307.21
2015,Men,,309.63
2014,Men,,313.06
2013,Men,,290.44
2012,Men,,285.9
2011,Men,,304.55
2010,Men,,314.62
2009,Men,,301.07
2020,Women,,164.71
2019,Women,,148.82
2018,Women,,144.8
2017,Women,,161.59
2016,Women,,145.8
2015,Women,,154.51
2014,Women,,167.63
2013,Women,,158.85
2012,Women,,145.06
2011,Women,,152.48
2010,Women,,147.49
2009,Women,,155.29
2021,,1,159.05
2020,,1,250.39
2019,,1,213.79
2018,,1,253.73
2017,,1,259.41
2016,,1,266.5
2015,,1,232.82
2014,,1,240.19
2013,,1,281.5
2012,,1,244.32
2011,,1,315.95
2010,,1,249.71
2009,,1,263.72
2021,,2,138.51
2020,,2,192.29
2019,,2,158.67
2018,,2,167.21
2017,,2,212.81
2016,,2,154.11
2015,,2,255.7
2014,,2,226.81
2013,,2,181.75
2012,,2,165.6
2011,,2,226.78
2010,,2,183.05
2009,,2,205.61
2021,,3,157.4
2020,,3,256.93
2019,,3,194.74
2018,,3,184.81
2017,,3,209.89
2016,,3,231.03
2015,,3,216.64
2014,,3,236.59
2013,,3,184.51
2012,,3,216.82
2011,,3,230.82
2010,,3,197.32
2009,,3,191.42
2021,,4,116
2020,,4,188.65
2019,,4,203.43
2018,,4,163.9
2017,,4,182.38
2016,,4,170.78
2015,,4,192.9
2014,,4,175.27
2013,,4,165.91
2012,,4,208.46
2011,,4,169.01
2010,,4,175.3
2009,,4,200.12
2021,,5,146.93
2020,,5,223.59
2019,,5,213.43
2018,,5,179.81
2017,,5,272.57
2016,,5,237.75
2015,,5,232.4
2014,,5,185.34
2013,,5,182.83
2012,,5,249.54
2011,,5,182.89
2010,,5,221.09
2009,,5,202.54
2021,,6,115.44
2020,,6,163.15
2019,,6,139.25
2018,,6,189.94
2017,,6,158.17
2016,,6,175.02
2015,,6,162.7
2014,,6,188.18
2013,,6,153.87
2012,,6,136.76
2011,,6,196.56
2010,,6,183.21
2009,,6,176.73
2021,,7,205.98
2020,,7,242.82
2019,,7,224.97
2018,,7,201.59
2017,,7,304.87
2016,,7,254.02
2015,,7,241.91
2014,,7,271.9
2013,,7,262.12
2012,,7,246.09
2011,,7,225.62
2010,,7,230.79
2009,,7,235.49
2021,,8,201.75
2020,,8,247.57
2019,,8,153.57
2018,,8,199.12
2017,,8,204.61
2016,,8,222.84
2015,,8,228.57
2014,,8,240.01
2013,,8,236.29
2012,,8,222.57
2011,,8,189.93
2010,,8,228.57
2009,,8,203.05
2021,,9,225.26
2020,,9,248.47
2019,,9,213.7
2018,,9,202.07
2017,,9,197.78
2016,,9,202.57
2015,,9,222.56
2014,,9,211.46
2013,,9,223.02
2012,,9,198.46
2011,,9,240.23
2010,,9,239.06
2009,,9,203.79
2021,,10,153.63
2020,,10,245.68
2019,,10,239.35
2018,,10,224.98
2017,,10,210.07
2016,,10,213.12
2015,,10,205.44
2014,,10,240.92
2013,,10,231.92
2012,,10,209.6
2011,,10,227.03
2010,,10,194.39
2009,,10,243.7
2021,,11,206.56
2020,,11,261.47
2019,,11,265.21
2018,,11,232.38
2017,,11,246.6
2016,,11,265.12
2015,,11,310.27
2014,,11,246.55
2013,,11,236.2
2012,,11,264.7
2011,,11,225.62
2010,,11,248.39
2009,,11,247.86
2021,,12,171.77
2020,,12,224.35
2019,,12,208.99
2018,,12,183.72
2017,,12,183.4
2016,,12,178.87
2015,,12,209.47
2014,,12,214.04
2013,,12,170.73
2012,,12,195.44
2011,,12,194.56
2010,,12,217.23
2009,,12,209.14
2021,,13,191.9
2020,,13,227.2
2019,,13,181.38
2018,,13,217.48
2017,,13,224.44
2016,,13,241.85
2015,,13,258.52
2014,,13,284.62
2013,,13,252.94
2012,,13,178.48
2011,,13,196.64
2010,,13,209.94
2009,,13,201.82
2021,,14,146.1
2020,,14,166.31
2019,,14,160.91
2018,,14,215.77
2017,,14,193.35
2016,,14,248.47
2015,,14,184.07
2014,,14,216.04
2013,,14,202.73
2012,,14,161.03
2011,,14,227.94
2010,,14,227.6
2009,,14,227.44
2021,,15,153.07
2020,,15,231.34
2019,,15,172.61
2018,,15,224.91
2017,,15,232.75
2016,,15,190.74
2015,,15,197.85
2014,,15,211.93
2013,,15,188.56
2012,,15,177.57
2011,,15,212.62
2010,,15,203.67
2009,,15,200.44
2021,,16,156.01
2020,,16,177.5
2019,,16,185.58
2018,,16,182.34
2017,,16,201.29
2016,,16,227.55
2015,,16,165.75
2014,,16,214.74
2013,,16,211.54
2012,,16,150.18
2011,,16,215.5
2010,,16,170.35
2009,,16,169.75
2021,,17,195.35
2020,,17,53.68
2019,,17,126.07
2018,,17,179.94
2017,,17,179.97
2016,,17,233.73
2015,,17,180.02
2014,,17,90.4
2013,,17,162.59
2012,,17,216.1
2011,,17,249.89
2010,,17,141.34
2009,,17,141.63
2021,,18,174.63
2020,,18,237.54
2019,,18,222.31
2018,,18,128.85
2017,,18,187.19
2016,,18,227.48
2015,,18,250.8
2014,,18,241.56
2013,,18,246.66
2012,,18,126.14
2011,,18,173.11
2010,,18,211.05
2009,,18,233.67
2021,,19,177.26
2020,,19,227.49
2019,,19,212.84
2018,,19,175.63
2017,,19,194.2
2016,,19,234.96
2015,,19,229.42
2014,,19,251.92
2013,,19,225.53
2012,,19,183.69
2011,,19,234.35
2010,,19,273.49
2009,,19,210.08
