Year,Gender,Age,GeoCode,Value
2021,,,,38.97
2020,,,,39.94
2019,,,,40.99
2018,,,,42.24
2017,,,,43.19
2016,,,,44.3
2015,,,,44.94
2014,,,,45.7
2021,Men,,,41.9
2020,Men,,,42.74
2019,Men,,,43.63
2018,Men,,,44.81
2017,Men,,,45.58
2016,Men,,,46.64
2015,Men,,,47.09
2014,Men,,,47.63
2021,Women,,,36.19
2020,Women,,,37.29
2019,Women,,,38.48
2018,Women,,,39.78
2017,Women,,,40.9
2016,Women,,,42.04
2015,Women,,,42.87
2014,Women,,,43.85
2021,,25 a 34,,34.53
2020,,25 a 34,,36.26
2019,,25 a 34,,37.8
2018,,25 a 34,,39.51
2017,,25 a 34,,40.88
2016,,25 a 34,,42.19
2015,,25 a 34,,42.67
2014,,25 a 34,,42.95
2021,,35 a 54,,37.32
2020,,35 a 54,,38.04
2019,,35 a 54,,38.9
2018,,35 a 54,,39.95
2017,,35 a 54,,40.65
2016,,35 a 54,,41.66
2015,,35 a 54,,42.23
2014,,35 a 54,,42.94
2021,,55 a 64,,46.45
2020,,55 a 64,,47.49
2019,,55 a 64,,48.79
2018,,55 a 64,,50.35
2017,,55 a 64,,51.67
2016,,55 a 64,,53.1
2015,,55 a 64,,54.34
2014,,55 a 64,,56
2021,,,1,19.88
2020,,,1,20.57
2019,,,1,21.55
2018,,,1,22.08
2017,,,1,22.9
2016,,,1,23.6
2015,,,1,24.24
2014,,,1,24.89
2021,,,2,15.74
2020,,,2,16.38
2019,,,2,16.97
2018,,,2,18.29
2017,,,2,19.19
2016,,,2,20.25
2015,,,2,21.23
2014,,,2,22.19
2021,,,3,21.4
2020,,,3,21.94
2019,,,3,22.79
2018,,,3,23.99
2017,,,3,24.94
2016,,,3,26.09
2015,,,3,26.17
2014,,,3,27.1
2021,,,4,30.32
2020,,,4,31.09
2019,,,4,31.77
2018,,,4,33.08
2017,,,4,33.78
2016,,,4,34.91
2015,,,4,35.61
2014,,,4,36.44
2021,,,5,38.1
2020,,,5,39.05
2019,,,5,39.63
2018,,,5,40.97
2017,,,5,42
2016,,,5,42.85
2015,,,5,43.73
2014,,,5,44.54
2021,,,6,13.82
2020,,,6,14.3
2019,,,6,14.8
2018,,,6,15.49
2017,,,6,15.87
2016,,,6,16.61
2015,,,6,16.78
2014,,,6,17.11
2021,,,7,49.46
2020,,,7,50.31
2019,,,7,51.7
2018,,,7,53.07
2017,,,7,54.05
2016,,,7,54.96
2015,,,7,55.28
2014,,,7,55.76
2021,,,8,39.6
2020,,,8,40.55
2019,,,8,41.5
2018,,,8,42.68
2017,,,8,43.5
2016,,,8,44.65
2015,,,8,45.37
2014,,,8,46.05
2021,,,9,48.95
2020,,,9,49.69
2019,,,9,50.67
2018,,,9,52.25
2017,,,9,53.01
2016,,,9,53.91
2015,,,9,54.26
2014,,,9,55.15
2021,,,10,43.82
2020,,,10,45.11
2019,,,10,46.52
2018,,,10,47.85
2017,,,10,48.99
2016,,,10,50
2015,,,10,50.69
2014,,,10,51.68
2021,,,11,52.62
2020,,,11,54.18
2019,,,11,55.81
2018,,,11,57.48
2017,,,11,58.63
2016,,,11,59.92
2015,,,11,60.7
2014,,,11,61.03
2021,,,12,38.43
2020,,,12,39.69
2019,,,12,41
2018,,,12,42.55
2017,,,12,43.67
2016,,,12,45.01
2015,,,12,45.73
2014,,,12,46.63
2021,,,13,30.24
2020,,,13,31.06
2019,,,13,31.75
2018,,,13,32.74
2017,,,13,33.56
2016,,,13,34.72
2015,,,13,35.54
2014,,,13,36.3
2021,,,14,30.79
2020,,,14,31.78
2019,,,14,33.02
2018,,,14,34.45
2017,,,14,35.84
2016,,,14,37.44
2015,,,14,38.19
2014,,,14,38.89
2021,,,15,50.53
2020,,,15,51.29
2019,,,15,52.21
2018,,,15,53.46
2017,,,15,54.38
2016,,,15,55.29
2015,,,15,55.86
2014,,,15,56.79
2021,,,16,50.76
2020,,,16,51.86
2019,,,16,53.34
2018,,,16,54.53
2017,,,16,55.73
2016,,,16,56.73
2015,,,16,57.75
2014,,,16,58.46
2021,,,17,40.91
2020,,,17,42.09
2019,,,17,42.84
2018,,,17,43.22
2017,,,17,44.28
2016,,,17,45.31
2015,,,17,45.9
2014,,,17,47.07
2021,,,18,55.17
2020,,,18,56.49
2019,,,18,57.96
2018,,,18,59.36
2017,,,18,60.56
2016,,,18,62.11
2015,,,18,63.07
2014,,,18,64.27
2021,,,19,54.22
2020,,,19,55.71
2019,,,19,57.31
2018,,,19,58.44
2017,,,19,59.49
2016,,,19,60.6
2015,,,19,61.3
2014,,,19,62.28
