Year,Gender,Age,GeoCode,Value
2019,,,,7.4
2018,,,,8.9
2017,,,,9.9
2016,,,,11.1
2015,,,,11.8
2019,Men,,,7.3
2018,Men,,,8.7
2017,Men,,,9.8
2016,Men,,,11.1
2015,Men,,,11.9
2019,Women,,,7.6
2018,Women,,,9
2017,Women,,,10
2016,Women,,,11.1
2015,Women,,,11.7
2019,,<18,,10.9
2018,,<18,,13.1
2017,,<18,,14.7
2016,,<18,,16.3
2015,,<18,,17.2
2019,,18 a 64,,8.3
2018,,18 a 64,,9.9
2017,,18 a 64,,11.1
2016,,18 a 64,,12.5
2015,,18 a 64,,13.3
2019,,>=65,,2.1
2018,,>=65,,2.4
2017,,>=65,,2.6
2016,,>=65,,2.7
2015,,>=65,,2.7
2019,,,1,6.9
2018,,,1,7.5
2017,,,1,7.9
2016,,,1,9.3
2015,,,1,10
2019,,,2,5.2
2018,,,2,5.5
2017,,,2,6.5
2016,,,2,7.5
2015,,,2,7.9
2019,,,3,5.7
2018,,,3,7.1
2017,,,3,7.7
2016,,,3,8.7
2015,,,3,9
2019,,,4,6.4
2018,,,4,7.7
2017,,,4,8.1
2016,,,4,9.5
2015,,,4,9.6
2019,,,5,7.9
2018,,,5,9.7
2017,,,5,10.8
2016,,,5,11.8
2015,,,5,12.6
2019,,,6,4.6
2018,,,6,5.3
2017,,,6,5.9
2016,,,6,6.4
2015,,,6,6.9
2019,,,7,8.9
2018,,,7,11.1
2017,,,7,12.3
2016,,,7,13.7
2015,,,7,13.8
2019,,,8,5.4
2018,,,8,6.7
2017,,,8,7.6
2016,,,8,8.5
2015,,,8,9.2
2019,,,9,8.1
2018,,,9,9.2
2017,,,9,10.7
2016,,,9,11.6
2015,,,9,12.6
2019,,,10,8.5
2018,,,10,10.3
2017,,,10,11.6
2016,,,10,13
2015,,,10,13.6
2019,,,11,10.1
2018,,,11,12.5
2017,,,11,13.9
2016,,,11,15.4
2015,,,11,16.4
2019,,,12,7.6
2018,,,12,8.6
2017,,,12,9.8
2016,,,12,10.9
2015,,,12,12
2019,,,13,6.7
2018,,,13,7.5
2017,,,13,8.4
2016,,,13,9.1
2015,,,13,9.5
2019,,,14,6.3
2018,,,14,7.9
2017,,,14,8.7
2016,,,14,9.6
2015,,,14,10.4
2019,,,15,9.3
2018,,,15,10.7
2017,,,15,12.2
2016,,,15,14.1
2015,,,15,14.7
2019,,,16,8.1
2018,,,16,9.8
2017,,,16,11.1
2016,,,16,12.4
2015,,,16,13.2
2019,,,17,4.3
2018,,,17,5.7
2017,,,17,6.5
2016,,,17,7.8
2015,,,17,8.7
2019,,,18,9.1
2018,,,18,11.9
2017,,,18,12.4
2016,,,18,14.2
2015,,,18,16
2019,,,19,7.1
2018,,,19,8.6
2017,,,19,9.5
2016,,,19,11.4
2015,,,19,11.8
