Year,Gender,Age,GeoCode,Value
2023,,,,5.94
2022,,,,5.5
2021,,,,5.44
2019,,,,5.45
2018,,,,5.61
2017,,,,5.62
2023,Men,,,5.9
2022,Men,,,5.45
2021,Men,,,5.37
2019,Men,,,5.44
2018,Men,,,5.6
2017,Men,,,5.58
2023,Women,,,5.98
2022,Women,,,5.55
2021,Women,,,5.5
2019,Women,,,5.44
2018,Women,,,5.61
2017,Women,,,5.6
2023,,18 a 39,,6.05
2022,,18 a 39,,5.96
2021,,18 a 39,,5.7
2019,,18 a 39,,5.86
2018,,18 a 39,,5.91
2017,,18 a 39,,5.82
2023,,40 a 64,,5.84
2022,,40 a 64,,5.31
2021,,40 a 64,,5.38
2019,,40 a 64,,5.3
2018,,40 a 64,,5.52
2017,,40 a 64,,5.51
2023,,>=65,,5.95
2022,,>=65,,5.19
2021,,>=65,,5.23
2019,,>=65,,5.16
2018,,>=65,,5.36
2017,,>=65,,5.48
2023,,,d1,5.6
2022,,,d1,4.68
2021,,,d1,6.37
2019,,,d1,5.51
2018,,,d1,6.13
2017,,,d1,5.45
2023,,,d2,6.07
2022,,,d2,4.58
2021,,,d2,5.08
2019,,,d2,4.9
2018,,,d2,5.23
2017,,,d2,5.23
2023,,,d3,5.48
2022,,,d3,5.59
2021,,,d3,5.67
2019,,,d3,4.41
2018,,,d3,4.99
2017,,,d3,5.71
2023,,,d4,6.08
2022,,,d4,5.85
2021,,,d4,6.43
2019,,,d4,5.58
2018,,,d4,5.52
2017,,,d4,6.47
2023,,,d5,6.59
2022,,,d5,5.93
2021,,,d5,6.26
2019,,,d5,4.89
2018,,,d5,5.86
2017,,,d5,5.58
2023,,,d6,7.08
2022,,,d6,5.59
2021,,,d6,4.1
2019,,,d6,3.87
2018,,,d6,5.59
2017,,,d6,4.82
2023,,,d7,6.21
2022,,,d7,5.62
2021,,,d7,5.56
2019,,,d7,5.46
2018,,,d7,5.71
2017,,,d7,5.44
2023,,,d8,5.76
2022,,,d8,5.5
2021,,,d8,5.61
2019,,,d8,6.11
2018,,,d8,5.68
2017,,,d8,5.88
2023,,,d9,5.88
2022,,,d9,6.28
2021,,,d9,5.77
2019,,,d9,6
2018,,,d9,5.82
2017,,,d9,6.16
2023,,,d10,5.96
2022,,,d10,5.21
2021,,,d10,4.34
2019,,,d10,6.14
2018,,,d10,5.9
2017,,,d10,6.29
2023,,,d11,5.5
2022,,,d11,4.62
2021,,,d11,6.1
2019,,,d11,5.8
2018,,,d11,5.85
2017,,,d11,5.49
2023,,,d12,5.59
2022,,,d12,5.35
2021,,,d12,4.4
2019,,,d12,5.52
2018,,,d12,5.48
2017,,,d12,4.45
2023,,,d13,6.25
2022,,,d13,6.34
2021,,,d13,6.09
2019,,,d13,5.84
2018,,,d13,5.83
2017,,,d13,4.89
2023,,,d14,5.88
2022,,,d14,5.86
2021,,,d14,6.34
2019,,,d14,5.83
2018,,,d14,5.65
2017,,,d14,5.94
2023,,,d15,5.53
2022,,,d15,4.91
2021,,,d15,4.49
2019,,,d15,4.3
2018,,,d15,5.28
2017,,,d15,5.74
2023,,,d16,5.85
2022,,,d16,5.92
2021,,,d16,5.4
2019,,,d16,5.73
2018,,,d16,5.65
2017,,,d16,5.86
2023,,,d18,6.19
2022,,,d18,5.77
2021,,,d18,6.69
2019,,,d18,5.24
2018,,,d18,4.77
2017,,,d18,5.41
2023,,,d19,6.74
2022,,,d19,6.42
2021,,,d19,5.6
2019,,,d19,5.03
2018,,,d19,5.03
2017,,,d19,5.34
2023,,,d171,5.56
2022,,,d171,6.08
2021,,,d171,3.87
2019,,,d171,5.47
2018,,,d171,5.23
2017,,,d171,5.46
2023,,,d172,5.56
2022,,,d172,6.08
2021,,,d172,3.87
2019,,,d172,5.47
2018,,,d172,5.23
2017,,,d172,5.46
2023,,,d173,5.56
2022,,,d173,6.08
2021,,,d173,3.87
2019,,,d173,5.47
2018,,,d173,5.23
2017,,,d173,5.46
2023,,,d174,5.56
2022,,,d174,6.08
2021,,,d174,3.87
2019,,,d174,5.47
2018,,,d174,5.23
2017,,,d174,5.46
