Year,Gender,Age,GeoCode,Value
2021,,,,14.6
2020,,,,13.8
2019,,,,12.9
2018,,,,12.8
2017,,,,11.9
2016,,,,12.3
2015,,,,11.9
2014,,,,12.3
2013,,,,13.1
2012,,,,13.6
2011,,,,13.9
2010,,,,14.8
2009,,,,15.1
2021,Men,,,15.4
2020,Men,,,14.6
2019,Men,,,13.7
2018,Men,,,13.8
2017,Men,,,13
2016,Men,,,13.5
2015,Men,,,13.1
2014,Men,,,13.4
2013,Men,,,14.3
2012,Men,,,15
2011,Men,,,15.4
2010,Men,,,16.5
2009,Men,,,16.9
2021,Women,,,13.9
2020,Women,,,13.1
2019,Women,,,12.2
2018,Women,,,11.9
2017,Women,,,11
2016,Women,,,11.2
2015,Women,,,10.8
2014,Women,,,11.2
2013,Women,,,11.9
2012,Women,,,12.3
2011,Women,,,12.6
2010,Women,,,13.3
2009,Women,,,13.5
2021,,<35,,20.8
2020,,<35,,19.7
2019,,<35,,18.4
2018,,<35,,18.1
2017,,<35,,17
2016,,<35,,17.4
2015,,<35,,17.4
2014,,<35,,18.2
2013,,<35,,19.7
2012,,<35,,20.6
2011,,<35,,21.1
2010,,<35,,22.4
2009,,<35,,23
2021,,35 a 64,,15.2
2020,,35 a 64,,14.3
2019,,35 a 64,,13.4
2018,,35 a 64,,13.4
2017,,35 a 64,,12.5
2016,,35 a 64,,12.9
2015,,35 a 64,,12.2
2014,,35 a 64,,12.2
2013,,35 a 64,,12.5
2012,,35 a 64,,12.5
2011,,35 a 64,,12.7
2010,,35 a 64,,13.3
2009,,35 a 64,,13.1
2021,,>=65,,3.2
2020,,>=65,,2.9
2019,,>=65,,2.5
2018,,>=65,,2.3
2017,,>=65,,2
2016,,>=65,,1.9
2015,,>=65,,1.6
2014,,>=65,,1.5
2013,,>=65,,1.4
2012,,>=65,,1.4
2011,,>=65,,1.4
2010,,>=65,,1.5
2009,,>=65,,1.5
2021,,,1,19.5
2020,,,1,17.4
2019,,,1,16.1
2018,,,1,15.9
2017,,,1,14.7
2016,,,1,14.7
2015,,,1,13.5
2014,,,1,13
2013,,,1,13.2
