Year,Gender,Age,GeoCode,Value
2021,,,,61.37
2020,,,,40.89
2019,,,,42.35
2018,,,,44.18
2017,,,,45.16
2016,,,,46.89
2015,,,,48.22
2014,,,,47.86
2013,,,,45.6
2012,,,,40.22
2011,,,,37.93
2010,,,,33.64
2009,,,,22.86
2021,Men,,,57.14
2020,Men,,,35.88
2019,Men,,,38.47
2018,Men,,,40.69
2017,Men,,,41.93
2016,Men,,,43.56
2015,Men,,,45.3
2014,Men,,,45.06
2013,Men,,,42.98
2012,Men,,,37.78
2011,Men,,,34.97
2010,Men,,,30.26
2009,Men,,,17.76
2021,Women,,,64.39
2020,Women,,,44.57
2019,Women,,,45.04
2018,Women,,,46.64
2017,Women,,,47.55
2016,Women,,,49.49
2015,Women,,,50.66
2014,Women,,,50.37
2013,Women,,,48.08
2012,Women,,,42.6
2011,Women,,,40.89
2010,Women,,,37.1
2009,Women,,,28.18
2021,,<30,,38.31
2020,,<30,,14.27
2019,,<30,,13.7
2018,,<30,,13.81
2017,,<30,,14.48
2016,,<30,,16.96
2015,,<30,,19.81
2014,,<30,,21.09
2013,,<30,,22.12
2012,,<30,,18.85
2011,,<30,,16.93
2010,,<30,,15.07
2009,,<30,,7.9
2021,,30 a 49,,56.15
2020,,30 a 49,,32.23
2019,,30 a 49,,33.78
2018,,30 a 49,,35.96
2017,,30 a 49,,37.14
2016,,30 a 49,,39.85
2015,,30 a 49,,41.57
2014,,30 a 49,,43.08
2013,,30 a 49,,41.85
2012,,30 a 49,,37.42
2011,,30 a 49,,36.32
2010,,30 a 49,,32.32
2009,,30 a 49,,20.5
2021,,>=50,,76.52
2020,,>=50,,62.42
2019,,>=50,,61.24
2018,,>=50,,64.14
2017,,>=50,,65.67
2016,,>=50,,66.91
2015,,>=50,,68.59
2014,,>=50,,67.83
2013,,>=50,,65.02
2012,,>=50,,59.87
2011,,>=50,,57.77
2010,,>=50,,53.84
2009,,>=50,,44.05
2021,,,1.0,57.02
2020,,,1.0,35.5
2019,,,1.0,38.14
2018,,,1.0,40.6
2021,,,2.0,60.06
2020,,,2.0,37.71
2019,,,2.0,42.03
2018,,,2.0,44.25
2021,,,3.0,60.59
2020,,,3.0,39.48
2019,,,3.0,39.8
2018,,,3.0,41.67
2021,,,4.0,58.67
2020,,,4.0,38.28
2019,,,4.0,40.03
2018,,,4.0,41.89
2021,,,5.0,61.22
2020,,,5.0,39.76
2019,,,5.0,41.42
2018,,,5.0,42.77
2021,,,6.0,58.1
2020,,,6.0,38.22
2019,,,6.0,38.22
2018,,,6.0,40.13
2021,,,7.0,61.19
2020,,,7.0,40.4
2019,,,7.0,42.09
2018,,,7.0,44.45
2021,,,8.0,61.66
2020,,,8.0,42.0
2019,,,8.0,43.48
2018,,,8.0,46.0
2021,,,9.0,62.21
2020,,,9.0,41.13
2019,,,9.0,42.83
2018,,,9.0,44.68
2021,,,10.0,63.52
2020,,,10.0,43.48
2019,,,10.0,44.56
2018,,,10.0,45.92
2021,,,11.0,64.99
2020,,,11.0,43.86
2019,,,11.0,42.61
2018,,,11.0,45.33
2021,,,12.0,61.8
2020,,,12.0,41.05
2019,,,12.0,43.93
2018,,,12.0,44.78
2021,,,13.0,60.17
2020,,,13.0,40.57
2019,,,13.0,42.2
2018,,,13.0,45.04
2021,,,14.0,57.41
2020,,,14.0,36.4
2019,,,14.0,39.36
2018,,,14.0,41.47
2021,,,15.0,61.26
2020,,,15.0,40.93
2019,,,15.0,41.58
2018,,,15.0,43.67
2021,,,16.0,60.46
2020,,,16.0,41.96
2019,,,16.0,43.16
2018,,,16.0,43.86
2021,,,17.0,60.45
2020,,,17.0,43.4
2019,,,17.0,42.4
2018,,,17.0,43.71
2021,,,18.0,62.04
2020,,,18.0,42.38
2019,,,18.0,43.56
2018,,,18.0,46.67
2021,,,19.0,61.55
2020,,,19.0,42.12
2019,,,19.0,44.43
2018,,,19.0,46.11
