Year,Sexo,Edad,GeoCode,Value
2021,,,,266.73
2020,,,,273.21
2019,,,,263.07
2018,,,,272.73
2017,,,,288.82
2016,,,,290.2
2015,,,,275.13
2014,,,,273.98
2013,,,,261.14
2012,,,,265.09
2011,,,,283.44
2010,,,,276.49
2009,,,,268.65
2021,Hombres,,,242.38
2020,Hombres,,,252.96
2019,Hombres,,,246.99
2018,Hombres,,,252.36
2017,Hombres,,,271.84
2016,Hombres,,,269.05
2015,Hombres,,,250.26
2014,Hombres,,,245.18
2013,Hombres,,,220.88
2012,Hombres,,,235.8
2011,Hombres,,,266.87
2010,Hombres,,,249.72
2009,Hombres,,,253.68
2021,Mujeres,,,288.78
2020,Mujeres,,,291.55
2019,Mujeres,,,277.65
2018,Mujeres,,,291.24
2017,Mujeres,,,304.29
2016,Mujeres,,,309.53
2015,Mujeres,,,297.89
2014,Mujeres,,,300.31
2013,Mujeres,,,298.02
2012,Mujeres,,,292.03
2011,Mujeres,,,298.71
2010,Mujeres,,,301.27
2009,Mujeres,,,282.58
2021,,<30,,3.04
2020,,<30,,1.29
2019,,<30,,1.3
2018,,<30,,1.3
2017,,<30,,0.44
2016,,<30,,0.87
2015,,<30,,2.63
2014,,<30,,1.74
2013,,<30,,1.29
2012,,<30,,1.68
2011,,<30,,3.29
2010,,<30,,4.42
2009,,<30,,2.73
2021,,30 a 69,,68.29
2020,,30 a 69,,62.17
2019,,30 a 69,,63.29
2018,,30 a 69,,58.56
2017,,30 a 69,,66.91
2016,,30 a 69,,70.76
2015,,30 a 69,,66.29
2014,,30 a 69,,69.12
2013,,30 a 69,,58.83
2012,,30 a 69,,60.57
2011,,30 a 69,,74.03
2010,,30 a 69,,66.88
2009,,30 a 69,,72.0
2021,,>=70,,1445.48
2020,,>=70,,1527.3
2019,,>=70,,1477.3
2018,,>=70,,1583.98
2017,,>=70,,1683.75
2016,,>=70,,1698.03
2015,,>=70,,1634.27
2014,,>=70,,1642.85
2013,,>=70,,1629.87
2012,,>=70,,1685.36
2011,,>=70,,1782.22
2010,,>=70,,1798.56
2009,,>=70,,1757.0
2015,,,d1,400.65
2015,,,d2,353.24
2015,,,d3,341.8
2015,,,d4,209.84
2015,,,d5,325.6
2015,,,d6,249.44
2015,,,d7,326.01
2015,,,d8,234.6
2015,,,d9,242.87
2015,,,d10,252.87
2015,,,d11,294.04
2015,,,d12,222.92
2015,,,d13,253.84
2015,,,d14,258.82
2015,,,d15,208.09
2015,,,d16,218.89
2015,,,d18,261.97
2015,,,d19,249.39
2015,,,d171,273.9
2015,,,d172,273.9
2015,,,d173,273.9
2015,,,d174,273.9
