Year,Gender,Age,GeoCode,Value
2020,,,,13.4
2019,,,,13.8
2018,,,,15.8
2017,,,,17.6
2016,,,,19.3
2015,,,,20.2
2020,Men,,,13.1
2019,Men,,,13.5
2018,Men,,,15.5
2017,Men,,,17.4
2016,Men,,,19.3
2015,Men,,,20.5
2020,Women,,,13.6
2019,Women,,,14.0
2018,Women,,,16.1
2017,Women,,,17.7
2016,Women,,,19.2
2015,Women,,,20.0
2020,,<18,,18.8
2019,,<18,,19.3
2018,,<18,,21.6
2017,,<18,,23.8
2016,,<18,,25.8
2015,,<18,,27.1
2020,,18 a 64,,14.9
2019,,18 a 64,,15.2
2018,,18 a 64,,17.4
2017,,18 a 64,,19.2
2016,,18 a 64,,21.3
2015,,18 a 64,,22.3
2020,,>=65,,5.2
2019,,>=65,,5.5
2018,,>=65,,6.8
2017,,>=65,,7.6
2016,,>=65,,7.9
2015,,>=65,,8.2
2020,,,d1,11.5
2019,,,d1,12.1
2018,,,d1,12.4
2017,,,d1,13.7
2016,,,d1,15.8
2015,,,d1,16.8
2020,,,d2,9.1
2019,,,d2,8.8
2018,,,d2,9.8
2017,,,d2,11.2
2016,,,d2,12.7
2015,,,d2,13.6
2020,,,d3,10.0
2019,,,d3,10.4
2018,,,d3,12.1
2017,,,d3,13.7
2016,,,d3,15.0
2015,,,d3,15.5
2020,,,d4,11.1
2019,,,d4,11.5
2018,,,d4,12.8
2017,,,d4,14.0
2016,,,d4,15.8
2015,,,d4,15.9
2020,,,d5,13.8
2019,,,d5,14.6
2018,,,d5,17.0
2017,,,d5,19.0
2016,,,d5,21.0
2015,,,d5,21.8
2020,,,d6,7.4
2019,,,d6,7.8
2018,,,d6,8.9
2017,,,d6,9.7
2016,,,d6,10.7
2015,,,d6,11.0
2020,,,d7,17.9
2019,,,d7,17.7
2018,,,d7,20.5
2017,,,d7,22.2
2016,,,d7,23.7
2015,,,d7,24.3
2020,,,d8,10.8
2019,,,d8,11.0
2018,,,d8,12.9
2017,,,d8,14.4
2016,,,d8,15.9
2015,,,d8,17.0
2020,,,d9,14.7
2019,,,d9,15.3
2018,,,d9,17.7
2017,,,d9,19.6
2016,,,d9,21.2
2015,,,d9,22.1
2020,,,d10,15.3
2019,,,d10,15.8
2018,,,d10,18.4
2017,,,d10,20.4
2016,,,d10,22.3
2015,,,d10,23.1
2020,,,d11,17.5
2019,,,d11,17.8
2018,,,d11,20.6
2017,,,d11,22.8
2016,,,d11,24.6
2015,,,d11,26.2
2020,,,d12,13.1
2019,,,d12,13.7
2018,,,d12,15.6
2017,,,d12,17.6
2016,,,d12,19.0
2015,,,d12,20.2
2020,,,d13,11.3
2019,,,d13,11.9
2018,,,d13,13.4
2017,,,d13,14.6
2016,,,d13,15.8
2015,,,d13,16.4
2020,,,d14,11.5
2019,,,d14,11.4
2018,,,d14,13.4
2017,,,d14,15.7
2016,,,d14,17.3
2015,,,d14,18.0
2020,,,d15,16.8
2019,,,d15,17.4
2018,,,d15,19.8
2017,,,d15,21.9
2016,,,d15,24.3
2015,,,d15,25.6
2020,,,d16,15.0
2019,,,d16,15.6
2018,,,d16,18.2
2017,,,d16,19.9
2016,,,d16,21.9
2015,,,d16,23.3
2020,,,d18,15.7
2019,,,d18,17.4
2018,,,d18,20.4
2017,,,d18,21.7
2016,,,d18,24.5
2015,,,d18,26.7
2020,,,d19,13.8
2019,,,d19,14.0
2018,,,d19,15.0
2017,,,d19,17.2
2016,,,d19,19.5
2015,,,d19,20.9
2020,,,d171,9.1
2019,,,d171,9.7
2018,,,d171,11.7
2017,,,d171,13.0
2016,,,d171,14.9
2015,,,d171,16.1
2020,,,d172,9.1
2019,,,d172,9.7
2018,,,d172,11.7
2017,,,d172,13.0
2016,,,d172,14.9
2015,,,d172,16.1
2020,,,d173,9.1
2019,,,d173,9.7
2018,,,d173,11.7
2017,,,d173,13.0
2016,,,d173,14.9
2015,,,d173,16.1
2020,,,d174,9.1
2019,,,d174,9.7
2018,,,d174,11.7
2017,,,d174,13.0
2016,,,d174,14.9
2015,,,d174,16.1
