Year,Gender,Age,GeoCode,Value
2022,,,,665.83
2021,,,,1134.17
2020,,,,1204.49
2019,,,,506.34
2018,,,,542.92
2017,,,,610.41
2016,,,,486.67
2015,,,,720.75
2014,,,,795.83
2013,,,,906.76
2012,,,,358.09
2011,,,,1143.25
2010,,,,1289.99
2009,,,,1320.75
2022,Men,,,308.33
2021,Men,,,524.25
2020,Men,,,587.91
2019,Men,,,218.59
2018,Men,,,238.67
2017,Men,,,277.66
2016,Men,,,243.67
2015,Men,,,366.17
2014,Men,,,427.41
2013,Men,,,496.67
2012,Men,,,213.59
2011,Men,,,688.17
2010,Men,,,803.16
2009,Men,,,844.34
2022,Women,,,357.5
2021,Women,,,609.92
2020,Women,,,616.58
2019,Women,,,287.75
2018,Women,,,304.25
2017,Women,,,332.75
2016,Women,,,243.0
2015,Women,,,354.58
2014,Women,,,368.42
2013,Women,,,410.09
2012,Women,,,144.5
2011,Women,,,455.08
2010,Women,,,486.83
2009,Women,,,476.41
2022,,16 a 24,,156.08
2021,,16 a 24,,352.58
2020,,16 a 24,,468.58
2019,,16 a 24,,132.34
2018,,16 a 24,,127.0
2017,,16 a 24,,144.58
2016,,16 a 24,,82.67
2015,,16 a 24,,123.75
2014,,16 a 24,,163.0
2013,,16 a 24,,184.34
2012,,16 a 24,,74.42
2011,,16 a 24,,280.33
2010,,16 a 24,,352.91
2009,,16 a 24,,405.75
2022,,25 a 34,,509.75
2021,,25 a 34,,781.59
2020,,25 a 34,,735.91
2019,,25 a 34,,374.0
2018,,25 a 34,,415.92
2017,,25 a 34,,465.83
2016,,25 a 34,,404.0
2015,,25 a 34,,597.0
2014,,25 a 34,,632.83
2013,,25 a 34,,722.42
2012,,25 a 34,,283.67
2011,,25 a 34,,862.92
2010,,25 a 34,,937.08
2009,,25 a 34,,915.0
2022,,,d1,30.83
2021,,,d1,42.0
2020,,,d1,47.17
2019,,,d1,14.42
2018,,,d1,15.42
2022,,,d2,19.0
2021,,,d2,37.08
2020,,,d2,36.75
2019,,,d2,10.0
2018,,,d2,13.0
2022,,,d3,32.42
2021,,,d3,53.17
2020,,,d3,53.42
2019,,,d3,14.58
2018,,,d3,18.25
2022,,,d4,29.08
2021,,,d4,48.83
2020,,,d4,47.08
2019,,,d4,15.33
2018,,,d4,18.08
2022,,,d5,52.08
2021,,,d5,82.08
2020,,,d5,80.0
2019,,,d5,32.42
2018,,,d5,32.92
2022,,,d6,17.5
2021,,,d6,34.83
2020,,,d6,39.5
2019,,,d6,15.75
2018,,,d6,11.42
2022,,,d7,61.42
2021,,,d7,106.83
2020,,,d7,101.25
2019,,,d7,41.17
2018,,,d7,50.33
2022,,,d8,47.67
2021,,,d8,84.67
2020,,,d8,94.17
2019,,,d8,34.08
2018,,,d8,30.33
2022,,,d9,56.0
2021,,,d9,84.42
2020,,,d9,90.5
2019,,,d9,52.33
2018,,,d9,42.17
2022,,,d10,59.08
2021,,,d10,113.5
2020,,,d10,111.33
2019,,,d10,69.33
2018,,,d10,75.67
2022,,,d11,32.92
2021,,,d11,56.33
2020,,,d11,55.67
2019,,,d11,36.75
2018,,,d11,45.83
2022,,,d12,39.17
2021,,,d12,69.08
2020,,,d12,79.92
2019,,,d12,32.0
2018,,,d12,35.42
2022,,,d13,33.67
2021,,,d13,53.67
2020,,,d13,61.58
2019,,,d13,27.33
2018,,,d13,31.67
2022,,,d14,30.42
2021,,,d14,52.33
2020,,,d14,54.67
2019,,,d14,13.67
2018,,,d14,13.25
2022,,,d15,28.33
2021,,,d15,46.83
2020,,,d15,71.83
2019,,,d15,32.0
2018,,,d15,37.75
2022,,,d16,20.42
2021,,,d16,38.25
2020,,,d16,54.75
2019,,,d16,28.42
2018,,,d16,33.25
2022,,,d18,17.67
2021,,,d18,25.0
2020,,,d18,24.08
2019,,,d18,12.75
2018,,,d18,9.58
2022,,,d19,14.58
2021,,,d19,24.08
2020,,,d19,21.0
2019,,,d19,14.58
2018,,,d19,16.25
2022,,,d171,1.0
2021,,,d171,2.33
2020,,,d171,2.42
2019,,,d171,2.75
2018,,,d171,3.58
2022,,,d172,1.0
2021,,,d172,2.33
2020,,,d172,2.42
2019,,,d172,2.75
2018,,,d172,3.58
2022,,,d173,1.0
2021,,,d173,2.33
2020,,,d173,2.42
2019,,,d173,2.75
2018,,,d173,3.58
2022,,,d174,1.0
2021,,,d174,2.33
2020,,,d174,2.42
2019,,,d174,2.75
2018,,,d174,3.58
