Year,Gender,Age,Value
2020,,,0.87
2019,,,0.38
2018,,,0.25
2017,,,0.38
2016,,,0.51
2015,,,0.38
2014,,,0.76
2013,,,0.38
2012,,,0.63
2011,,,0.38
2010,,,0.74
2009,,,0.62
2020,Men,,1.05
2019,Men,,0.53
2018,Men,,0.53
2017,Men,,0.53
2016,Men,,0.53
2015,Men,,0.53
2014,Men,,0.8
2013,Men,,0.53
2012,Men,,1.05
2011,Men,,0.52
2010,Men,,0.52
2009,Men,,1.02
2020,Women,,0.71
2019,Women,,0.24
2018,Women,,0.0
2017,Women,,0.24
2016,Women,,0.48
2015,Women,,0.24
2014,Women,,0.73
2013,Women,,0.24
2012,Women,,0.24
2011,Women,,0.24
2010,Women,,0.96
2009,Women,,0.24
2020,,<30,0.0
2019,,<30,0.0
2018,,<30,0.0
2017,,<30,0.0
2016,,<30,0.0
2015,,<30,0.0
2014,,<30,0.0
2013,,<30,0.0
2012,,<30,0.0
2011,,<30,0.0
2010,,<30,0.0
2009,,<30,0.0
2020,,30 a 69,0.68
2019,,30 a 69,0.45
2018,,30 a 69,0.22
2017,,30 a 69,0.0
2016,,30 a 69,0.0
2015,,30 a 69,0.22
2014,,30 a 69,0.22
2013,,30 a 69,0.45
2012,,30 a 69,0.45
2011,,30 a 69,0.45
2010,,30 a 69,0.0
2009,,30 a 69,0.66
2020,,>=70,3.2
2019,,>=70,0.81
2018,,>=70,0.83
2017,,>=70,2.53
2016,,>=70,3.43
2015,,>=70,1.75
2014,,>=70,4.45
2013,,>=70,0.91
2012,,>=70,2.75
2011,,>=70,0.92
2010,,>=70,5.64
2009,,>=70,1.9
